TREE_SCORE
0.0003
TREE_SCORE_NO_REWARD
0.0003
REWARD_CONTRIBUTION
0.0000
ROOT_DEGREE
1

PARENT_NODE	CHILD_NODE
mut9	0.9737,0.9667,1.0000,0.9640,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9592,0.9227,0.9563,0.9776	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0077,0.0188,0.0183,0.0192,0.0157,0.0178,0.0145,0.0132,0.0125,0.0179,0.0190,0.0205,0.0580,0.0267,0.0042
mut10	1.0000,0.9609,1.0000,1.0000,1.0000,0.9676,1.0000,0.9955,0.9961,0.9811,1.0000,1.0000,0.9741,1.0000,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0245,0.0183,0.0168,0.0157,0.0146,0.0145,0.0087,0.0086,0.0011,0.0190,0.0203,0.0066,0.0170,0.0183
mut11	1.0000,0.9524,0.9724,0.9118,0.9683,1.0000,1.0000,0.9515,1.0000,1.0000,0.9893,0.9310,1.0000,0.9906,0.9644	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0331,0.0092,0.0714,0.0159,0.0178,0.0145,0.0353,0.0125,0.0179,0.0083,0.0487,0.0193,0.0076,0.0174
mut12	0.9714,1.0000,1.0000,1.0000,1.0000,0.9900,0.9454,0.9639,0.9493,0.9591,1.0000,0.9793,0.9458,1.0000,0.9943	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0100,0.0146,0.0183,0.0168,0.0157,0.0078,0.0402,0.0230,0.0381,0.0231,0.0190,0.0004,0.0349,0.0170,0.0125
mut13	1.0000,1.0000,0.8790,0.9569,1.0000,1.0000,0.9686,0.9732,1.0000,1.0000,0.9907,0.9405,0.9609,1.0000,0.9637	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.1026,0.0263,0.0157,0.0178,0.0170,0.0137,0.0125,0.0179,0.0096,0.0392,0.0198,0.0170,0.0180
mut14	1.0000,0.9805,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9907,0.9414,1.0000,1.0000,0.9261,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0050,0.0183,0.0168,0.0157,0.0178,0.0145,0.0132,0.0125,0.0085,0.0396,0.0203,0.0193,0.0569,0.0183
mut15	1.0000,1.0000,0.9898,1.0000,1.0000,0.9963,0.9512,0.9962,0.9648,0.9692,0.9652,0.9937,0.9278,0.9979,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0081,0.0168,0.0157,0.0141,0.0343,0.0094,0.0226,0.0129,0.0158,0.0140,0.0529,0.0149,0.0183
mut16	1.0000,1.0000,1.0000,1.0000,0.9598,0.8907,1.0000,1.0000,0.9864,0.9894,1.0000,0.9421,0.9593,0.9634,0.9910	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0183,0.0168,0.0245,0.0915,0.0145,0.0132,0.0011,0.0073,0.0190,0.0376,0.0214,0.0196,0.0093
mut17	0.9414,0.9505,1.0000,1.0000,1.0000,0.9031,1.0000,1.0000,0.9753,0.9892,1.0000,1.0000,0.9665,0.9703,0.9888	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0400,0.0350,0.0183,0.0168,0.0157,0.0791,0.0145,0.0132,0.0122,0.0070,0.0190,0.0203,0.0142,0.0127,0.0071
mut18	0.9871,1.0000,1.0000,1.0000,0.9552,0.9760,0.9608,0.9294,0.9872,0.9848,0.9118,1.0000,1.0000,0.9815,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0056,0.0146,0.0183,0.0168,0.0290,0.0062,0.0247,0.0574,0.0003,0.0026,0.0693,0.0203,0.0193,0.0015,0.0183
mut19	0.9601,0.9641,1.0000,0.9895,1.0000,0.9845,0.9480,1.0000,0.9625,1.0000,1.0000,0.9697,0.9328,1.0000,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0213,0.0214,0.0183,0.0063,0.0157,0.0024,0.0375,0.0132,0.0250,0.0179,0.0190,0.0100,0.0479,0.0170,0.0183
mut20	0.9679,0.9302,1.0000,1.0000,0.9661,0.9881,0.9825,0.9908,1.0000,0.9772,1.0000,1.0000,1.0000,0.9924,0.9042	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0136,0.0552,0.0183,0.0168,0.0181,0.0059,0.0031,0.0040,0.0125,0.0049,0.0190,0.0203,0.0193,0.0094,0.0775
mut21	1.0000,1.0000,0.9928,0.9858,1.0000,1.0000,0.9848,0.9666,1.0000,0.9910,0.9816,1.0000,1.0000,0.9522,0.9962	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0112,0.0026,0.0157,0.0178,0.0007,0.0202,0.0125,0.0089,0.0005,0.0203,0.0193,0.0308,0.0145
mut22	1.0000,0.9530,1.0000,0.9177,1.0000,1.0000,1.0000,0.9750,1.0000,1.0000,0.9564,0.9452,0.9794,1.0000,0.9867	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0324,0.0183,0.0654,0.0157,0.0178,0.0145,0.0118,0.0125,0.0179,0.0247,0.0345,0.0013,0.0170,0.0050
mut23	1.0000,0.9343,1.0000,1.0000,0.9670,0.9755,0.9897,1.0000,1.0000,1.0000,1.0000,0.9661,1.0000,1.0000,0.9491	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0511,0.0183,0.0168,0.0172,0.0067,0.0042,0.0132,0.0125,0.0179,0.0190,0.0136,0.0193,0.0170,0.0326
mut24	1.0000,1.0000,1.0000,0.8990,1.0000,0.9843,1.0000,0.9462,1.0000,1.0000,0.9572,0.9761,0.9638,1.0000,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0183,0.0841,0.0157,0.0021,0.0145,0.0406,0.0125,0.0179,0.0238,0.0036,0.0169,0.0170,0.0183
mut25	1.0000,0.9882,0.9265,0.9935,1.0000,1.0000,0.9959,1.0000,1.0000,0.9569,0.9813,0.9818,0.9609,0.9618,0.9914	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0028,0.0552,0.0103,0.0157,0.0178,0.0104,0.0132,0.0125,0.0252,0.0003,0.0021,0.0198,0.0212,0.0096
mut26	0.9527,0.9873,1.0000,0.9945,1.0000,1.0000,0.9878,1.0000,1.0000,1.0000,0.9800,1.0000,1.0000,1.0000,0.9626	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0287,0.0019,0.0183,0.0113,0.0157,0.0178,0.0022,0.0132,0.0125,0.0179,0.0010,0.0203,0.0193,0.0170,0.0191
mut27	0.9231,0.9581,0.9835,0.9815,0.9614,1.0000,0.9978,0.9186,1.0000,0.9463,1.0000,1.0000,1.0000,1.0000,0.9725	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0584,0.0273,0.0019,0.0017,0.0229,0.0178,0.0123,0.0682,0.0125,0.0358,0.0190,0.0203,0.0193,0.0170,0.0092
mut28	1.0000,1.0000,0.9794,0.9729,0.9080,0.9747,1.0000,0.9287,1.0000,0.9730,1.0000,1.0000,1.0000,1.0000,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0023,0.0103,0.0762,0.0075,0.0145,0.0581,0.0125,0.0092,0.0190,0.0203,0.0193,0.0170,0.0183
mut29	0.9890,0.9792,0.9709,0.9679,1.0000,0.9439,0.9851,1.0000,1.0000,1.0000,1.0000,0.9722,0.9528,0.9112,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0075,0.0063,0.0108,0.0153,0.0157,0.0383,0.0005,0.0132,0.0125,0.0179,0.0190,0.0075,0.0279,0.0718,0.0183
mut30	1.0000,0.9918,1.0000,0.9398,1.0000,1.0000,0.9509,1.0000,1.0000,0.9934,0.9931,1.0000,1.0000,1.0000,0.9615	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0064,0.0183,0.0434,0.0157,0.0178,0.0346,0.0132,0.0125,0.0113,0.0121,0.0203,0.0193,0.0170,0.0203
mut31	0.9675,0.9842,1.0000,0.9925,1.0000,1.0000,1.0000,0.9898,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0140,0.0012,0.0183,0.0093,0.0157,0.0178,0.0145,0.0029,0.0125,0.0179,0.0190,0.0203,0.0193,0.0170,0.0183
mut32	1.0000,0.9628,1.0000,0.8929,0.9564,0.9721,1.0000,1.0000,0.9932,1.0000,1.0000,0.9778,1.0000,1.0000,0.9551	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0226,0.0183,0.0902,0.0279,0.0101,0.0145,0.0132,0.0057,0.0179,0.0190,0.0019,0.0193,0.0170,0.0266
mut33	0.9744,0.9783,0.9743,1.0000,0.9628,0.9976,1.0000,0.9426,1.0000,0.8899,0.9365,0.9461,1.0000,1.0000,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0071,0.0071,0.0074,0.0168,0.0214,0.0154,0.0145,0.0443,0.0125,0.0923,0.0445,0.0336,0.0193,0.0170,0.0183
mut34	1.0000,1.0000,0.9358,1.0000,0.9830,1.0000,1.0000,0.9493,0.9853,0.9190,0.9870,0.9121,0.9660,1.0000,0.9935	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0459,0.0168,0.0012,0.0178,0.0145,0.0376,0.0022,0.0631,0.0059,0.0676,0.0147,0.0170,0.0118
mut35	1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9909,0.9825,1.0000,0.9517,0.9942,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0183,0.0168,0.0157,0.0178,0.0145,0.0132,0.0125,0.0087,0.0014,0.0203,0.0290,0.0112,0.0183
mut36	1.0000,1.0000,0.9876,0.9862,0.9774,1.0000,1.0000,0.9484,1.0000,1.0000,0.9808,1.0000,1.0000,0.9503,1.0000	0.9815,0.9854,0.9817,0.9832,0.9843,0.9822,0.9855,0.9868,0.9875,0.9821,0.9810,0.9797,0.9807,0.9830,0.9817	0.0185,0.0146,0.0059,0.0030,0.0069,0.0178,0.0145,0.0384,0.0125,0.0179,0.0002,0.0203,0.0193,0.0327,0.0183
mut37	0.6052,0.1782,0.5735,0.0533,0.7197,0.0272,0.6771,0.0671,0.8821,0.0387,0.6438,0.0737,0.8717,0.0667,0.8038	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0104,0.0367,0.0921,0.0168,0.0225,0.0087,0.0020,0.0000,0.0072,0.0191,0.0236,0.0034,0.0271,0.0091,0.0530
mut38	0.6585,0.1615,0.6486,0.0306,0.7534,0.0175,0.6915,0.0946,0.8249,0.0721,0.6570,0.0514,0.9158,0.0642,0.7345	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0430,0.0201,0.0170,0.0059,0.0562,0.0010,0.0164,0.0276,0.0643,0.0143,0.0103,0.0256,0.0712,0.0115,0.0163
mut39	0.6176,0.1755,0.7040,0.0350,0.6205,0.0195,0.7041,0.0821,0.8758,0.0702,0.6567,0.0616,0.8073,0.0888,0.7518	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0021,0.0341,0.0384,0.0015,0.0766,0.0010,0.0290,0.0151,0.0134,0.0124,0.0107,0.0154,0.0373,0.0130,0.0010
mut40	0.6331,0.1362,0.6344,0.0335,0.6751,0.0122,0.7104,0.0736,0.8938,0.0592,0.6612,0.0809,0.8840,0.0551,0.7828	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0176,0.0053,0.0312,0.0029,0.0220,0.0063,0.0353,0.0065,0.0045,0.0014,0.0061,0.0039,0.0394,0.0207,0.0320
mut41	0.6000,0.1692,0.6770,0.0652,0.6893,0.0144,0.7628,0.0569,0.8417,0.0677,0.7166,0.0863,0.8021,0.0692,0.7660	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0156,0.0278,0.0113,0.0287,0.0079,0.0041,0.0877,0.0101,0.0476,0.0099,0.0493,0.0093,0.0425,0.0066,0.0152
mut42	0.5977,0.1622,0.6055,0.0360,0.6536,0.0189,0.6918,0.0398,0.9240,0.0450,0.6046,0.0774,0.7925,0.0673,0.7207	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0179,0.0207,0.0602,0.0004,0.0435,0.0004,0.0167,0.0273,0.0347,0.0127,0.0628,0.0004,0.0521,0.0085,0.0301
mut43	0.6830,0.1690,0.6709,0.0349,0.7482,0.0161,0.6780,0.0913,0.8486,0.0529,0.6691,0.0960,0.8658,0.0766,0.6766	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0674,0.0275,0.0053,0.0016,0.0510,0.0023,0.0029,0.0243,0.0406,0.0049,0.0018,0.0190,0.0212,0.0008,0.0742
mut44	0.6148,0.1318,0.6850,0.0434,0.6637,0.0301,0.7273,0.0646,0.8415,0.0541,0.6368,0.0561,0.9122,0.0746,0.7484	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0007,0.0096,0.0194,0.0069,0.0335,0.0117,0.0522,0.0024,0.0478,0.0037,0.0306,0.0209,0.0676,0.0012,0.0024
mut45	0.6129,0.1460,0.6289,0.0455,0.6608,0.0118,0.6029,0.0760,0.9459,0.0632,0.7247,0.0678,0.8280,0.0871,0.7404	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0027,0.0046,0.0367,0.0091,0.0364,0.0066,0.0722,0.0090,0.0566,0.0054,0.0574,0.0092,0.0166,0.0114,0.0104
mut46	0.6740,0.1474,0.6925,0.0380,0.7004,0.0346,0.6585,0.0472,0.9253,0.0606,0.6365,0.0909,0.8125,0.0796,0.7610	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0584,0.0059,0.0268,0.0015,0.0033,0.0161,0.0165,0.0198,0.0361,0.0028,0.0308,0.0139,0.0321,0.0039,0.0101
mut47	0.6107,0.1574,0.7313,0.0439,0.6707,0.0212,0.6619,0.1085,0.8997,0.0308,0.6773,0.0475,0.8631,0.1000,0.7057	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0049,0.0160,0.0657,0.0074,0.0265,0.0028,0.0132,0.0414,0.0104,0.0269,0.0100,0.0295,0.0185,0.0242,0.0452
mut48	0.5639,0.1909,0.6947,0.0500,0.6862,0.0172,0.6957,0.0779,0.8683,0.0592,0.6063,0.1041,0.8341,0.1066,0.7265	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0517,0.0494,0.0291,0.0135,0.0109,0.0013,0.0206,0.0109,0.0210,0.0014,0.0610,0.0270,0.0105,0.0308,0.0243
mut49	0.6614,0.1568,0.7121,0.0392,0.6325,0.0218,0.7004,0.0646,0.9017,0.0662,0.7453,0.1018,0.9118,0.0651,0.7374	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0459,0.0153,0.0464,0.0027,0.0647,0.0033,0.0254,0.0024,0.0124,0.0085,0.0780,0.0248,0.0672,0.0107,0.0134
mut50	0.6043,0.1229,0.6190,0.0323,0.8221,0.0218,0.6267,0.0826,0.8455,0.0333,0.6269,0.0803,0.8228,0.0858,0.7495	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0113,0.0185,0.0466,0.0042,0.1250,0.0033,0.0483,0.0156,0.0438,0.0245,0.0405,0.0033,0.0218,0.0101,0.0014
mut51	0.6204,0.1189,0.6405,0.0333,0.7126,0.0110,0.6126,0.0543,0.9104,0.0609,0.6879,0.0756,0.8790,0.0537,0.7670	0.6156,0.1414,0.6656,0.0365,0.6972,0.0185,0.6751,0.0670,0.8893,0.0578,0.6673,0.0770,0.8446,0.0758,0.7508	0.0048,0.0225,0.0252,0.0032,0.0154,0.0074,0.0625,0.0127,0.0212,0.0031,0.0205,0.0014,0.0344,0.0220,0.0161
